timestamp,src_account,dst_account,amount_inr,channel,note
2026-03-11T03:00:00+05:30,acc:a22,acc:a23,78190,UPI,personal transfer
2026-04-04T20:00:00+05:30,acc:a20,acc:a19,89662,UPI,personal transfer
2026-03-08T00:00:00+05:30,acc:a02,acc:a05,25676,NEFT,packing credit
2026-05-15T21:00:00+05:30,acc:a20,acc:a28,42462,UPI,personal transfer
2026-06-11T21:00:00+05:30,acc:a21,acc:a25,59962,UPI,personal transfer
2026-05-10T01:00:00+05:30,acc:a04,acc:a09,52204,NEFT,packing credit
2026-02-25T19:00:00+05:30,acc:a20,acc:a26,33575,UPI,personal transfer
2026-04-20T19:00:00+05:30,acc:a20,acc:a27,59780,UPI,personal transfer
2026-02-26T23:00:00+05:30,acc:a09,acc:a04,52837,NEFT,packing credit
2026-05-18T04:00:00+05:30,acc:a13,acc:a11,51937,UPI,yard cash pooling
2026-03-07T17:00:00+05:30,acc:a16,acc:a12,83578,UPI,yard cash pooling
2026-02-26T01:00:00+05:30,acc:a05,acc:a03,85974,NEFT,packing credit
2026-06-09T21:00:00+05:30,acc:a19,acc:a21,61294,UPI,personal transfer
2026-04-29T20:00:00+05:30,acc:a13,acc:a11,38677,UPI,yard cash pooling
2026-05-01T23:00:00+05:30,acc:a14,acc:a12,18599,UPI,yard cash pooling
2026-02-26T04:00:00+05:30,acc:a13,acc:a15,22041,UPI,yard cash pooling
2026-02-26T04:00:00+05:30,acc:a20,acc:a19,5826,UPI,personal transfer
2026-03-18T17:00:00+05:30,acc:a14,acc:a12,29491,UPI,yard cash pooling
2026-05-07T17:00:00+05:30,acc:a06,acc:a07,84190,NEFT,packing credit
2026-01-12T16:00:00+05:30,acc:a14,acc:a13,51185,UPI,yard cash pooling
2026-05-22T23:00:00+05:30,acc:a07,acc:a02,50264,NEFT,packing credit
2026-06-12T01:00:00+05:30,acc:a14,acc:a16,50523,UPI,yard cash pooling
2026-02-23T16:00:00+05:30,acc:a04,acc:a06,27850,NEFT,packing credit
2026-01-07T03:00:00+05:30,acc:a08,acc:a03,78679,NEFT,packing credit
2026-03-17T17:00:00+05:30,acc:a11,acc:a13,28981,UPI,yard cash pooling
2026-03-30T00:00:00+05:30,acc:a28,acc:a20,79553,UPI,personal transfer
2026-05-04T01:00:00+05:30,acc:a15,acc:a14,21192,UPI,yard cash pooling
2026-06-02T20:00:00+05:30,acc:a16,acc:a13,59621,UPI,yard cash pooling
2026-03-27T05:00:00+05:30,acc:a04,acc:a03,59484,NEFT,packing credit
2026-02-02T01:00:00+05:30,acc:a23,acc:a27,55692,UPI,personal transfer
2026-03-30T02:00:00+05:30,acc:a07,acc:a02,88549,NEFT,packing credit
2026-05-12T23:00:00+05:30,acc:a14,acc:a15,85399,UPI,yard cash pooling
2026-03-18T00:00:00+05:30,acc:a23,acc:a29,78129,UPI,personal transfer
2026-04-12T00:00:00+05:30,acc:a17,acc:a14,45763,UPI,yard cash pooling
2026-04-26T05:00:00+05:30,acc:a24,acc:a27,38714,UPI,personal transfer
2026-05-30T00:00:00+05:30,acc:a15,acc:a11,74765,UPI,yard cash pooling
2026-06-06T04:00:00+05:30,acc:a16,acc:a15,66630,UPI,yard cash pooling
2026-05-25T04:00:00+05:30,acc:a16,acc:a14,85210,UPI,yard cash pooling
2026-04-28T18:00:00+05:30,acc:a02,acc:a08,46787,NEFT,packing credit
2026-03-13T18:00:00+05:30,acc:a21,acc:a22,42646,UPI,personal transfer
2026-03-23T21:00:00+05:30,acc:a14,acc:a17,74230,UPI,yard cash pooling
2026-05-01T00:00:00+05:30,acc:a21,acc:a24,13282,UPI,personal transfer
2026-01-05T16:00:00+05:30,acc:a13,acc:a16,81574,UPI,yard cash pooling
2026-04-19T03:00:00+05:30,acc:a11,acc:a12,53547,UPI,yard cash pooling
2026-03-12T00:00:00+05:30,acc:a11,acc:a16,13440,UPI,yard cash pooling
2026-01-06T01:00:00+05:30,acc:a25,acc:a24,35384,UPI,personal transfer
2026-06-10T17:00:00+05:30,acc:a23,acc:a25,13545,UPI,personal transfer
2026-04-22T18:00:00+05:30,acc:a06,acc:a07,85095,NEFT,packing credit
2026-06-02T19:00:00+05:30,acc:a07,acc:a03,39971,NEFT,packing credit
2026-03-24T01:00:00+05:30,acc:a02,acc:a04,36354,NEFT,packing credit
2026-05-26T03:00:00+05:30,acc:a09,acc:a06,66305,NEFT,packing credit
2026-05-30T01:00:00+05:30,acc:a03,acc:a02,44941,NEFT,packing credit
2026-03-07T22:00:00+05:30,acc:a12,acc:a14,70918,UPI,yard cash pooling
2026-02-03T05:00:00+05:30,acc:a02,acc:a03,52958,NEFT,packing credit
2026-02-16T22:00:00+05:30,acc:a15,acc:a11,77288,UPI,yard cash pooling
2026-02-10T23:00:00+05:30,acc:a09,acc:a02,38788,NEFT,packing credit
2026-05-09T20:00:00+05:30,acc:a19,acc:a22,36299,UPI,personal transfer
2026-05-24T03:00:00+05:30,acc:a17,acc:a15,1706,UPI,yard cash pooling
2026-02-04T19:00:00+05:30,acc:a20,acc:a23,31298,UPI,personal transfer
2026-01-11T17:00:00+05:30,acc:a28,acc:a21,73392,UPI,personal transfer
2026-02-06T18:00:00+05:30,acc:a05,acc:a07,89831,NEFT,packing credit
2026-03-20T17:00:00+05:30,acc:a22,acc:a20,87218,UPI,personal transfer
2026-02-09T23:00:00+05:30,acc:a17,acc:a12,40686,UPI,yard cash pooling
2026-04-09T16:00:00+05:30,acc:a09,acc:a07,86814,NEFT,packing credit
2026-05-02T20:00:00+05:30,acc:a25,acc:a23,59579,UPI,personal transfer
2026-01-12T17:00:00+05:30,acc:a06,acc:a02,55370,NEFT,packing credit
2026-02-24T23:00:00+05:30,acc:a13,acc:a17,42370,UPI,yard cash pooling
2026-02-26T21:00:00+05:30,acc:a27,acc:a23,34696,UPI,personal transfer
2026-02-01T22:00:00+05:30,acc:a17,acc:a14,4045,UPI,yard cash pooling
2026-01-20T23:00:00+05:30,acc:a15,acc:a13,35273,UPI,yard cash pooling
2026-02-05T01:00:00+05:30,acc:a13,acc:a14,78521,UPI,yard cash pooling
2026-05-18T02:00:00+05:30,acc:a16,acc:a15,43495,UPI,yard cash pooling
2026-06-09T16:00:00+05:30,acc:a28,acc:a27,20811,UPI,personal transfer
2026-02-12T05:00:00+05:30,acc:a20,acc:a24,20332,UPI,personal transfer
2026-02-08T20:00:00+05:30,acc:a11,acc:a13,11396,UPI,yard cash pooling
2026-01-07T17:00:00+05:30,acc:a07,acc:a09,12473,NEFT,packing credit
2026-04-24T18:00:00+05:30,acc:a09,acc:a03,79860,NEFT,packing credit
2026-03-11T18:00:00+05:30,acc:a11,acc:a14,84525,UPI,yard cash pooling
2026-01-24T01:00:00+05:30,acc:a07,acc:a03,33068,NEFT,packing credit
2026-05-07T23:00:00+05:30,acc:a29,acc:a20,47544,UPI,personal transfer
2026-05-27T05:00:00+05:30,acc:a07,acc:a09,25694,NEFT,packing credit
2026-02-16T23:00:00+05:30,acc:a19,acc:a18,65304,UPI,personal transfer
2026-01-13T20:00:00+05:30,acc:a27,acc:a24,75587,UPI,personal transfer
2026-02-27T03:00:00+05:30,acc:a14,acc:a17,82225,UPI,yard cash pooling
2026-01-27T01:00:00+05:30,acc:a03,acc:a07,23268,NEFT,packing credit
2026-02-26T04:00:00+05:30,acc:a28,acc:a22,41965,UPI,personal transfer
2026-04-14T04:00:00+05:30,acc:a13,acc:a14,75704,UPI,yard cash pooling
2026-03-10T21:00:00+05:30,acc:a02,acc:a09,55164,NEFT,packing credit
2026-03-06T17:00:00+05:30,acc:a12,acc:a16,13503,UPI,yard cash pooling
2026-02-21T23:00:00+05:30,acc:a04,acc:a06,73563,NEFT,packing credit
2026-04-24T22:00:00+05:30,acc:a16,acc:a17,53034,UPI,yard cash pooling
2026-05-01T23:00:00+05:30,acc:a02,acc:a08,70300,NEFT,packing credit
2026-02-09T04:00:00+05:30,acc:a06,acc:a03,83763,NEFT,packing credit
2026-04-07T02:00:00+05:30,acc:a05,acc:a06,84072,NEFT,packing credit
2026-01-10T04:00:00+05:30,acc:a05,acc:a07,1826,NEFT,packing credit
2026-06-12T21:00:00+05:30,acc:a16,acc:a11,49172,UPI,yard cash pooling
2026-06-14T03:00:00+05:30,acc:a15,acc:a16,66195,UPI,yard cash pooling
2026-04-23T23:00:00+05:30,acc:a20,acc:a21,19284,UPI,personal transfer
2026-05-17T23:00:00+05:30,acc:a15,acc:a13,67166,UPI,yard cash pooling
2026-05-28T22:00:00+05:30,acc:a27,acc:a23,61038,UPI,personal transfer
2026-04-07T22:00:00+05:30,acc:a09,acc:a07,18253,NEFT,packing credit
2026-03-06T20:00:00+05:30,acc:a05,acc:a03,74609,NEFT,packing credit
2026-03-06T20:00:00+05:30,acc:a06,acc:a02,45479,NEFT,packing credit
2026-03-27T05:00:00+05:30,acc:a08,acc:a06,22818,NEFT,packing credit
2026-04-14T03:00:00+05:30,acc:a24,acc:a26,35677,UPI,personal transfer
2026-05-08T00:00:00+05:30,acc:a07,acc:a06,7865,NEFT,packing credit
2026-05-26T00:00:00+05:30,acc:a21,acc:a19,70073,UPI,personal transfer
2026-01-23T01:00:00+05:30,acc:a26,acc:a21,85932,UPI,personal transfer
2026-03-07T23:00:00+05:30,acc:a02,acc:a07,24629,NEFT,packing credit
2026-02-04T23:00:00+05:30,acc:a06,acc:a09,85992,NEFT,packing credit
2026-06-15T01:00:00+05:30,acc:a22,acc:a27,86161,UPI,personal transfer
2026-03-17T22:00:00+05:30,acc:a09,acc:a03,16061,NEFT,packing credit
2026-05-28T00:00:00+05:30,acc:a25,acc:a28,76590,UPI,personal transfer
2026-03-18T22:00:00+05:30,acc:a23,acc:a21,46428,UPI,personal transfer
2026-02-06T17:00:00+05:30,acc:a21,acc:a20,34841,UPI,personal transfer
2026-05-27T23:00:00+05:30,acc:a26,acc:a22,28493,UPI,personal transfer
2026-05-05T21:00:00+05:30,acc:a24,acc:a21,15957,UPI,personal transfer
2026-03-04T03:00:00+05:30,acc:a16,acc:a15,21625,UPI,yard cash pooling
2026-03-12T19:00:00+05:30,acc:a07,acc:a04,47545,NEFT,packing credit
2026-02-02T17:00:00+05:30,acc:a22,acc:a28,86521,UPI,personal transfer
2026-02-03T03:00:00+05:30,acc:a21,acc:a26,34928,UPI,personal transfer
2026-01-25T17:00:00+05:30,acc:a03,acc:a09,30056,NEFT,packing credit
2026-01-31T19:00:00+05:30,acc:a08,acc:a09,63445,NEFT,packing credit
2026-04-28T21:00:00+05:30,acc:a17,acc:a12,50322,UPI,yard cash pooling
2026-06-04T23:00:00+05:30,acc:a11,acc:a14,50017,UPI,yard cash pooling
2026-04-17T01:00:00+05:30,acc:a07,acc:a08,59206,NEFT,packing credit
2026-01-30T23:00:00+05:30,acc:a16,acc:a15,86584,UPI,yard cash pooling
2026-01-06T22:00:00+05:30,acc:a23,acc:a27,42984,UPI,personal transfer
2026-02-22T00:00:00+05:30,acc:a17,acc:a16,45560,UPI,yard cash pooling
2026-01-24T05:00:00+05:30,acc:a27,acc:a29,35310,UPI,personal transfer
2026-04-11T05:00:00+05:30,acc:a28,acc:a27,72042,UPI,personal transfer
2026-06-10T18:00:00+05:30,acc:a27,acc:a18,66251,UPI,personal transfer
2026-04-30T00:00:00+05:30,acc:a22,acc:a28,23269,UPI,personal transfer
2026-04-04T22:00:00+05:30,acc:a15,acc:a11,86708,UPI,yard cash pooling
2026-05-23T16:00:00+05:30,acc:a24,acc:a28,15416,UPI,personal transfer
2026-06-09T17:00:00+05:30,acc:a13,acc:a16,2424,UPI,yard cash pooling
2026-01-30T23:00:00+05:30,acc:a26,acc:a25,39839,UPI,personal transfer
2026-03-04T19:00:00+05:30,acc:a11,acc:a12,1608,UPI,yard cash pooling
2026-06-06T17:00:00+05:30,acc:a14,acc:a15,29358,UPI,yard cash pooling
2026-02-04T22:00:00+05:30,acc:a16,acc:a14,89400,UPI,yard cash pooling
2026-02-18T04:00:00+05:30,acc:a17,acc:a15,24302,UPI,yard cash pooling
2026-03-23T04:00:00+05:30,acc:a15,acc:a11,77182,UPI,yard cash pooling
2026-02-26T03:00:00+05:30,acc:a16,acc:a11,76365,UPI,yard cash pooling
2026-06-06T20:00:00+05:30,acc:a19,acc:a27,16072,UPI,personal transfer
2026-03-18T05:00:00+05:30,acc:a03,acc:a05,48311,NEFT,packing credit
2026-06-15T03:00:00+05:30,acc:a17,acc:a13,2856,UPI,yard cash pooling
2026-02-13T16:00:00+05:30,acc:a09,acc:a02,83753,NEFT,packing credit
2026-01-25T03:00:00+05:30,acc:a04,acc:a03,64663,NEFT,packing credit
2026-04-16T20:00:00+05:30,acc:a02,acc:a06,15002,NEFT,packing credit
2026-04-26T21:00:00+05:30,acc:a26,acc:a23,78143,UPI,personal transfer
2026-03-25T23:00:00+05:30,acc:a08,acc:a05,39639,NEFT,packing credit
2026-05-04T21:00:00+05:30,acc:a18,acc:a25,51551,UPI,personal transfer
2026-02-16T04:00:00+05:30,acc:a14,acc:a13,65917,UPI,yard cash pooling
2026-04-20T05:00:00+05:30,acc:a29,acc:a28,36822,UPI,personal transfer
2026-02-09T23:00:00+05:30,acc:a12,acc:a15,6962,UPI,yard cash pooling
2026-03-24T00:00:00+05:30,acc:a11,acc:a14,32487,UPI,yard cash pooling
2026-01-27T18:00:00+05:30,acc:a17,acc:a16,33564,UPI,yard cash pooling
2026-06-06T18:00:00+05:30,acc:a16,acc:a17,61195,UPI,yard cash pooling
2026-04-16T16:00:00+05:30,acc:a08,acc:a03,55892,NEFT,packing credit
2026-03-18T17:00:00+05:30,acc:a15,acc:a16,50433,UPI,yard cash pooling
2026-01-13T05:00:00+05:30,acc:a29,acc:a22,62474,UPI,personal transfer
2026-03-02T04:00:00+05:30,acc:a03,acc:a06,71980,NEFT,packing credit
2026-01-06T23:00:00+05:30,acc:a03,acc:a05,81578,NEFT,packing credit
2026-05-02T20:00:00+05:30,acc:a27,acc:a23,11934,UPI,personal transfer
2026-01-10T05:00:00+05:30,acc:a13,acc:a11,44674,UPI,yard cash pooling
